flavor_id,strain_id,name,type,rating,strain_flavor_id,name
33,3534,100-og,hybrid,4,2,earthy
8,3534,100-og,hybrid,4,3,sweet
3,3534,100-og,hybrid,4,4,citrus
31,3535,1024,sativa,4.4,5,spicy/herbal
35,3535,1024,sativa,4.4,6,sage
45,3535,1024,sativa,4.4,7,woody
49,3536,13-dawgs,hybrid,4.2,8,apricot
3,3536,13-dawgs,hybrid,4.2,9,citrus
4,3536,13-dawgs,hybrid,4.2,10,grapefruit
3,3537,24k-gold,hybrid,4.6,11,citrus
33,3537,24k-gold,hybrid,4.6,12,earthy
20,3537,24k-gold,hybrid,4.6,13,orange
33,3538,3-kings,hybrid,4.4,14,earthy
8,3538,3-kings,hybrid,4.4,15,sweet
9,3538,3-kings,hybrid,4.4,16,pungent
3,3539,303-og,indica,4.2,17,citrus
9,3539,303-og,indica,4.2,18,pungent
33,3539,303-og,indica,4.2,19,earthy
33,3540,3d-cbd,sativa,4.6,20,earthy
45,3540,3d-cbd,sativa,4.6,21,woody
39,3540,3d-cbd,sativa,4.6,22,flowery
33,3541,3x-crazy,indica,4.4,23,earthy
17,3541,3x-crazy,indica,4.4,24,grape
8,3541,3x-crazy,indica,4.4,25,sweet
33,3542,501st-og,hybrid,4.5,26,earthy
36,3542,501st-og,hybrid,4.5,27,pine
18,3542,501st-og,hybrid,4.5,28,skunk
33,3543,5th-element,indica,4.4,29,earthy
45,3543,5th-element,indica,4.4,30,woody
36,3543,5th-element,indica,4.4,31,pine
33,3544,707-headband,hybrid,4.3,32,earthy
45,3544,707-headband,hybrid,4.3,33,woody
9,3544,707-headband,hybrid,4.3,34,pungent
3,3545,8-ball-kush,indica,4.3,35,citrus
33,3545,8-ball-kush,indica,4.3,36,earthy
36,3545,8-ball-kush,indica,4.3,37,pine
33,3546,818-og,indica,4.7,38,earthy
42,3546,818-og,indica,4.7,39,diesel
39,3546,818-og,indica,4.7,40,flowery
33,3548,9-pound-hammer,indica,4.5,41,earthy
8,3548,9-pound-hammer,indica,4.5,42,sweet
28,3548,9-pound-hammer,indica,4.5,43,berry
33,3549,91-krypt,indica,4.7,44,earthy
9,3549,91-krypt,indica,4.7,45,pungent
28,3549,91-krypt,indica,4.7,46,berry
3,3550,a-10,indica,3.8,47,citrus
9,3550,a-10,indica,3.8,48,pungent
8,3550,a-10,indica,3.8,49,sweet
42,3551,a-dub,hybrid,4.4,50,diesel
22,3551,a-dub,hybrid,4.4,51,pepper
33,3551,a-dub,hybrid,4.4,52,earthy
33,3552,a-train,hybrid,4.1,53,earthy
45,3552,a-train,hybrid,4.1,54,woody
3,3552,a-train,hybrid,4.1,55,citrus
33,3553,acdc,hybrid,4.5,56,earthy
36,3553,acdc,hybrid,4.5,57,pine
45,3553,acdc,hybrid,4.5,58,woody
33,3554,ak-47,hybrid,4.2,59,earthy
9,3554,ak-47,hybrid,4.2,60,pungent
45,3554,ak-47,hybrid,4.2,61,woody
33,3555,ak-48,hybrid,4,62,earthy
9,3555,ak-48,hybrid,4,63,pungent
3,3555,ak-48,hybrid,4,64,citrus
19,3556,aberdeen,hybrid,4.3,65,menthol
10,3556,aberdeen,hybrid,4.3,66,cheese
16,3556,aberdeen,hybrid,4.3,67,chemical
33,3557,abusive-og,indica,4.5,68,earthy
36,3557,abusive-og,indica,4.5,69,pine
42,3557,abusive-og,indica,4.5,70,diesel
33,3558,acapulco-gold,sativa,4.5,71,earthy
8,3558,acapulco-gold,sativa,4.5,72,sweet
9,3558,acapulco-gold,sativa,4.5,73,pungent
33,3559,ace-killer-og,indica,4.8,74,earthy
42,3559,ace-killer-og,indica,4.8,75,diesel
31,3559,ace-killer-og,indica,4.8,76,spicy/herbal
33,3560,ace-of-spades,indica,4.1,77,earthy
8,3560,ace-of-spades,indica,4.1,78,sweet
45,3560,ace-of-spades,indica,4.1,79,woody
33,3561,aceh,sativa,4.4,80,earthy
23,3561,aceh,sativa,4.4,81,mango
47,3561,aceh,sativa,4.4,82,lemon
8,3563,afcrack,hybrid,3.4,83,sweet
39,3563,afcrack,hybrid,3.4,84,flowery
33,3563,afcrack,hybrid,3.4,85,earthy
9,3564,afghan-big-bud,indica,4,86,pungent
47,3564,afghan-big-bud,indica,4,87,lemon
29,3564,afghan-big-bud,indica,4,88,peach
8,3565,afghan-cow,sativa,4.3,89,sweet
13,3565,afghan-cow,sativa,4.3,90,vanilla
33,3566,afghan-diesel,hybrid,3.7,91,earthy
42,3566,afghan-diesel,hybrid,3.7,92,diesel
16,3566,afghan-diesel,hybrid,3.7,93,chemical
38,3567,afghan-hawaiian,indica,4.1,94,nutty
33,3567,afghan-hawaiian,indica,4.1,95,earthy
46,3567,afghan-hawaiian,indica,4.1,96,chestnut
33,3568,afghan-haze,hybrid,4.3,97,earthy
39,3568,afghan-haze,hybrid,4.3,98,flowery
11,3568,afghan-haze,hybrid,4.3,99,tea
33,3569,afghan-kush,indica,4.1,100,earthy
39,3569,afghan-kush,indica,4.1,101,flowery
45,3569,afghan-kush,indica,4.1,102,woody
18,3570,afghan-skunk,indica,4.3,103,skunk
45,3570,afghan-skunk,indica,4.3,104,woody
8,3570,afghan-skunk,indica,4.3,105,sweet
33,3571,afghan-sour-kush,indica,4.5,106,earthy
42,3571,afghan-sour-kush,indica,4.5,107,diesel
9,3571,afghan-sour-kush,indica,4.5,108,pungent
33,3572,afghani,indica,4.3,109,earthy
8,3572,afghani,indica,4.3,110,sweet
36,3572,afghani,indica,4.3,111,pine
39,3573,afghani-cbd,indica,4.6,112,flowery
16,3573,afghani-cbd,indica,4.6,113,chemical
31,3573,afghani-cbd,indica,4.6,114,spicy/herbal
8,3574,afghanica,hybrid,4.1,115,sweet
39,3574,afghanica,hybrid,4.1,116,flowery
18,3574,afghanica,hybrid,4.1,117,skunk
3,3575,afghanimal,indica,5,118,citrus
18,3575,afghanimal,indica,5,119,skunk
33,3576,afghooey,indica,4.1,120,earthy
8,3576,afghooey,indica,4.1,121,sweet
45,3576,afghooey,indica,4.1,122,woody
8,3577,afgoo,indica,4.1,123,sweet
36,3577,afgoo,indica,4.1,124,pine
45,3577,afgoo,indica,4.1,125,woody
45,3578,afgooey,indica,4.3,126,woody
36,3578,afgooey,indica,4.3,127,pine
9,3578,afgooey,indica,4.3,128,pungent
25,3579,afkansastan,indica,3.8,129,tobacco
33,3579,afkansastan,indica,3.8,130,earthy
36,3580,afpak,hybrid,4.2,131,pine
31,3580,afpak,hybrid,4.2,132,spicy/herbal
33,3580,afpak,hybrid,4.2,133,earthy
31,3581,african,sativa,3.9,134,spicy/herbal
9,3581,african,sativa,3.9,135,pungent
22,3581,african,sativa,3.9,136,pepper
9,3583,afternoon-delight,hybrid,4.8,137,pungent
3,3583,afternoon-delight,hybrid,4.8,138,citrus
43,3583,afternoon-delight,hybrid,4.8,139,tropical
33,3584,afwreck,hybrid,4.2,140,earthy
36,3584,afwreck,hybrid,4.2,141,pine
9,3584,afwreck,hybrid,4.2,142,pungent
3,3585,agent-orange,hybrid,4.2,143,citrus
20,3585,agent-orange,hybrid,4.2,144,orange
33,3585,agent-orange,hybrid,4.2,145,earthy
42,3586,air-jordan-og,indica,4.5,146,diesel
36,3586,air-jordan-og,indica,4.5,147,pine
31,3586,air-jordan-og,indica,4.5,148,spicy/herbal
33,3587,alaska,sativa,4.6,149,earthy
45,3587,alaska,sativa,4.6,150,woody
36,3587,alaska,sativa,4.6,151,pine
8,3588,alaskan-ice,sativa,4.4,152,sweet
33,3588,alaskan-ice,sativa,4.4,153,earthy
31,3588,alaskan-ice,sativa,4.4,154,spicy/herbal
33,3589,alaskan-thunder-fuck,sativa,4.4,155,earthy
45,3589,alaskan-thunder-fuck,sativa,4.4,156,woody
36,3589,alaskan-thunder-fuck,sativa,4.4,157,pine
33,3590,albert-walker,hybrid,4.7,158,earthy
23,3590,albert-walker,hybrid,4.7,159,mango
6,3590,albert-walker,hybrid,4.7,160,blueberry
10,3591,alchemy,hybrid,4.8,161,cheese
8,3591,alchemy,hybrid,4.8,162,sweet
31,3591,alchemy,hybrid,4.8,163,spicy/herbal
36,3592,alice-in-wonderland,sativa,4.5,164,pine
15,3592,alice-in-wonderland,sativa,4.5,165,mint
8,3592,alice-in-wonderland,sativa,4.5,166,sweet
33,3593,alien-abduction,hybrid,3.8,167,earthy
38,3593,alien-abduction,hybrid,3.8,168,nutty
8,3593,alien-abduction,hybrid,3.8,169,sweet
8,3594,alien-apparition,hybrid,4,170,sweet
9,3594,alien-apparition,hybrid,4,171,pungent
18,3594,alien-apparition,hybrid,4,172,skunk
9,3595,alien-asshat,hybrid,4.8,173,pungent
3,3595,alien-asshat,hybrid,4.8,174,citrus
33,3595,alien-asshat,hybrid,4.8,175,earthy
33,3596,alien-bubba,indica,5,176,earthy
45,3596,alien-bubba,indica,5,177,woody
8,3596,alien-bubba,indica,5,178,sweet
33,3597,alien-dawg,indica,4.3,179,earthy
9,3597,alien-dawg,indica,4.3,180,pungent
45,3597,alien-dawg,indica,4.3,181,woody
8,3598,alien-dutchess,sativa,4.2,182,sweet
28,3598,alien-dutchess,sativa,4.2,183,berry
6,3598,alien-dutchess,sativa,4.2,184,blueberry
8,3599,alien-hallucination,hybrid,4.1,185,sweet
33,3599,alien-hallucination,hybrid,4.1,186,earthy
42,3599,alien-hallucination,hybrid,4.1,187,diesel
33,3600,alien-kush,indica,4.2,188,earthy
45,3600,alien-kush,indica,4.2,189,woody
39,3600,alien-kush,indica,4.2,190,flowery
33,3601,alien-og,hybrid,4.5,191,earthy
47,3601,alien-og,hybrid,4.5,192,lemon
3,3601,alien-og,hybrid,4.5,193,citrus
9,3602,alien-reunion,hybrid,4.9,194,pungent
18,3602,alien-reunion,hybrid,4.9,195,skunk
10,3602,alien-reunion,hybrid,4.9,196,cheese
17,3603,alien-rift,indica,4.6,197,grape
33,3603,alien-rift,indica,4.6,198,earthy
16,3603,alien-rift,indica,4.6,199,chemical
8,3604,alien-rock-candy,hybrid,4.7,200,sweet
3,3604,alien-rock-candy,hybrid,4.7,201,citrus
33,3604,alien-rock-candy,hybrid,4.7,202,earthy
8,3605,alien-sour-apple,hybrid,4.6,203,sweet
47,3605,alien-sour-apple,hybrid,4.6,204,lemon
30,3605,alien-sour-apple,hybrid,4.6,205,apple
42,3606,alien-stardawg,sativa,4.4,206,diesel
31,3606,alien-stardawg,sativa,4.4,207,spicy/herbal
35,3606,alien-stardawg,sativa,4.4,208,sage
33,3607,alien-technology,indica,4.5,209,earthy
31,3607,alien-technology,indica,4.5,210,spicy/herbal
45,3607,alien-technology,indica,4.5,211,woody
3,3608,aliens-on-moonshine,indica,4.5,212,citrus
35,3608,aliens-on-moonshine,indica,4.5,213,sage
4,3608,aliens-on-moonshine,indica,4.5,214,grapefruit
3,3610,allen-wrench,sativa,4.3,215,citrus
33,3610,allen-wrench,sativa,4.3,216,earthy
9,3610,allen-wrench,sativa,4.3,217,pungent
31,3611,allkush,indica,5,218,spicy/herbal
1,3611,allkush,indica,5,219,honey
33,3611,allkush,indica,5,220,earthy
43,3612,aloha,sativa,4.2,221,tropical
8,3612,aloha,sativa,4.2,222,sweet
3,3612,aloha,sativa,4.2,223,citrus
28,3613,alohaberry,hybrid,4.2,224,berry
30,3613,alohaberry,hybrid,4.2,225,apple
46,3613,alohaberry,hybrid,4.2,226,chestnut
33,3614,alpha-blue,sativa,4.5,227,earthy
6,3614,alpha-blue,sativa,4.5,228,blueberry
8,3614,alpha-blue,sativa,4.5,229,sweet
42,3616,alpha-express,sativa,4.7,230,diesel
33,3616,alpha-express,sativa,4.7,231,earthy
31,3616,alpha-express,sativa,4.7,232,spicy/herbal
31,3617,alpha-og,hybrid,4.6,233,spicy/herbal
8,3617,alpha-og,hybrid,4.6,234,sweet
28,3617,alpha-og,hybrid,4.6,235,berry
36,3618,alpine-star,indica,4.2,236,pine
3,3618,alpine-star,indica,4.2,237,citrus
33,3618,alpine-star,indica,4.2,238,earthy
39,3619,ambrosia,hybrid,4.4,239,flowery
21,3619,ambrosia,hybrid,4.4,240,lavender
33,3619,ambrosia,hybrid,4.4,241,earthy
33,3620,american-dream,hybrid,4.7,242,earthy
8,3620,american-dream,hybrid,4.7,243,sweet
9,3620,american-dream,hybrid,4.7,244,pungent
8,3621,american-kush,indica,4.8,245,sweet
47,3621,american-kush,indica,4.8,246,lemon
12,3621,american-kush,indica,4.8,247,lime
33,3622,americano,indica,4.6,248,earthy
31,3622,americano,indica,4.6,249,spicy/herbal
25,3622,americano,indica,4.6,250,tobacco
28,3624,amethyst-bud,hybrid,4.2,251,berry
21,3624,amethyst-bud,hybrid,4.2,252,lavender
8,3624,amethyst-bud,hybrid,4.2,253,sweet
33,3625,amnesia,sativa,4.3,254,earthy
8,3625,amnesia,sativa,4.3,255,sweet
18,3625,amnesia,sativa,4.3,256,skunk
33,3627,amnesia-haze,sativa,4.3,257,earthy
3,3627,amnesia-haze,sativa,4.3,258,citrus
47,3627,amnesia-haze,sativa,4.3,259,lemon
18,3628,ancient-kush,indica,4.6,260,skunk
10,3628,ancient-kush,indica,4.6,261,cheese
15,3628,ancient-kush,indica,4.6,262,mint
33,3629,ancient-og,indica,4.6,263,earthy
39,3629,ancient-og,indica,4.6,264,flowery
38,3629,ancient-og,indica,4.6,265,nutty
33,3630,anesthesia,indica,4.1,266,earthy
9,3630,anesthesia,indica,4.1,267,pungent
8,3630,anesthesia,indica,4.1,268,sweet
9,3631,angel-og,indica,5,269,pungent
33,3631,angel-og,indica,5,270,earthy
28,3631,angel-og,indica,5,271,berry
33,3632,animal-cookies,hybrid,4.5,272,earthy
8,3632,animal-cookies,hybrid,4.5,273,sweet
9,3632,animal-cookies,hybrid,4.5,274,pungent
33,3633,anonymous-og,indica,5,275,earthy
39,3633,anonymous-og,indica,5,276,flowery
48,3633,anonymous-og,indica,5,277,coffee
17,3634,anubis,indica,5,278,grape
12,3634,anubis,indica,5,279,lime
33,3634,anubis,indica,5,280,earthy
9,3635,apollo-11,hybrid,4.4,281,pungent
3,3635,apollo-11,hybrid,4.4,282,citrus
47,3635,apollo-11,hybrid,4.4,283,lemon
33,3636,apollo-13,hybrid,4.4,284,earthy
31,3636,apollo-13,hybrid,4.4,285,spicy/herbal
8,3636,apollo-13,hybrid,4.4,286,sweet
9,3637,appalachia,hybrid,4.8,287,pungent
18,3637,appalachia,hybrid,4.8,288,skunk
33,3637,appalachia,hybrid,4.8,289,earthy
43,3638,appalachian-power,sativa,4.3,290,tropical
17,3638,appalachian-power,sativa,4.3,291,grape
8,3638,appalachian-power,sativa,4.3,292,sweet
30,3639,apple-jack,hybrid,3.6,293,apple
8,3639,apple-jack,hybrid,3.6,294,sweet
33,3639,apple-jack,hybrid,3.6,295,earthy
30,3640,apple-kush,hybrid,4.6,296,apple
42,3640,apple-kush,hybrid,4.6,297,diesel
9,3640,apple-kush,hybrid,4.6,298,pungent
28,3641,appleberry,indica,4.6,299,berry
30,3641,appleberry,indica,4.6,300,apple
8,3641,appleberry,indica,4.6,301,sweet
44,3643,arctic-sun,hybrid,4.3,302,ammonia
18,3643,arctic-sun,hybrid,4.3,303,skunk
33,3644,area-51,hybrid,4.4,304,earthy
3,3644,area-51,hybrid,4.4,305,citrus
8,3644,area-51,hybrid,4.4,306,sweet
31,3645,argyle,indica,3.9,307,spicy/herbal
9,3645,argyle,indica,3.9,308,pungent
33,3645,argyle,indica,3.9,309,earthy
42,3646,armageddon,hybrid,4,310,diesel
45,3646,armageddon,hybrid,4,311,woody
43,3646,armageddon,hybrid,4,312,tropical
31,3647,armagnac,hybrid,4.2,313,spicy/herbal
8,3647,armagnac,hybrid,4.2,314,sweet
39,3647,armagnac,hybrid,4.2,315,flowery
9,3648,ash,hybrid,4.5,316,pungent
18,3648,ash,hybrid,4.5,317,skunk
31,3648,ash,hybrid,4.5,318,spicy/herbal
33,3649,asian-fantasy,sativa,4.4,319,earthy
18,3649,asian-fantasy,sativa,4.4,320,skunk
45,3649,asian-fantasy,sativa,4.4,321,woody
6,3650,aspen-og,hybrid,4.1,322,blueberry
31,3650,aspen-og,hybrid,4.1,323,spicy/herbal
33,3650,aspen-og,hybrid,4.1,324,earthy
8,3651,astroboy,sativa,4.5,325,sweet
3,3651,astroboy,sativa,4.5,326,citrus
4,3651,astroboy,sativa,4.5,327,grapefruit
33,3652,athabasca,indica,4.6,328,earthy
44,3652,athabasca,indica,4.6,329,ammonia
42,3652,athabasca,indica,4.6,330,diesel
33,3653,atomic,hybrid,4.5,331,earthy
33,3654,atomic-northern-lights,hybrid,4.2,332,earthy
9,3654,atomic-northern-lights,hybrid,4.2,333,pungent
39,3654,atomic-northern-lights,hybrid,4.2,334,flowery
9,3655,atomical-haze,sativa,4.4,335,pungent
2,3655,atomical-haze,sativa,4.4,336,minty
3,3655,atomical-haze,sativa,4.4,337,citrus
33,3656,aurora-borealis,indica,4.2,338,earthy
45,3656,aurora-borealis,indica,4.2,339,woody
8,3656,aurora-borealis,indica,4.2,340,sweet
33,3657,aurora-indica,indica,4.4,341,earthy
31,3657,aurora-indica,indica,4.4,342,spicy/herbal
43,3657,aurora-indica,indica,4.4,343,tropical
8,3658,avalon,hybrid,3.6,344,sweet
33,3658,avalon,hybrid,3.6,345,earthy
38,3658,avalon,hybrid,3.6,346,nutty
31,3659,ayahuasca-purple,indica,4.4,347,spicy/herbal
9,3659,ayahuasca-purple,indica,4.4,348,pungent
33,3659,ayahuasca-purple,indica,4.4,349,earthy
28,3660,azure-haze,hybrid,4.4,350,berry
8,3660,azure-haze,hybrid,4.4,351,sweet
6,3660,azure-haze,hybrid,4.4,352,blueberry
8,3661,b-52,indica,4.1,353,sweet
45,3661,b-52,indica,4.1,354,woody
33,3661,b-52,indica,4.1,355,earthy
33,3662,bc-big-bud,hybrid,4.5,356,earthy
9,3662,bc-big-bud,hybrid,4.5,357,pungent
43,3662,bc-big-bud,hybrid,4.5,358,tropical
18,3663,bc-roadkill,hybrid,4.5,359,skunk
33,3663,bc-roadkill,hybrid,4.5,360,earthy
45,3663,bc-roadkill,hybrid,4.5,361,woody
8,3664,bc-sweet-tooth,indica,4.3,362,sweet
1,3664,bc-sweet-tooth,indica,4.3,363,honey
24,3664,bc-sweet-tooth,indica,4.3,364,tree
27,3664,bc-sweet-tooth,indica,4.3,365,fruit
39,3665,bog-bubble,hybrid,4.4,366,flowery
28,3665,bog-bubble,hybrid,4.4,367,berry
33,3665,bog-bubble,hybrid,4.4,368,earthy
33,3666,bakerstreet,indica,3.7,369,earthy
42,3666,bakerstreet,indica,3.7,370,diesel
8,3666,bakerstreet,indica,3.7,371,sweet
24,3667,banana-candy,indica,4.2,372,tree
27,3667,banana-candy,indica,4.2,373,fruit
33,3667,banana-candy,indica,4.2,374,earthy
8,3667,banana-candy,indica,4.2,375,sweet
42,3668,banana-diesel,hybrid,4.4,376,diesel
33,3668,banana-diesel,hybrid,4.4,377,earthy
18,3668,banana-diesel,hybrid,4.4,378,skunk
8,3669,banana-kush,hybrid,4.3,379,sweet
43,3669,banana-kush,hybrid,4.3,380,tropical
24,3669,banana-kush,hybrid,4.3,381,tree
27,3669,banana-kush,hybrid,4.3,382,fruit
43,3670,banana-og,hybrid,4.4,383,tropical
33,3670,banana-og,hybrid,4.4,384,earthy
8,3670,banana-og,hybrid,4.4,385,sweet
31,3671,banana-peel,hybrid,4.7,386,spicy/herbal
43,3671,banana-peel,hybrid,4.7,387,tropical
33,3671,banana-peel,hybrid,4.7,388,earthy
33,3672,bandana,hybrid,4.2,389,earthy
9,3672,bandana,hybrid,4.2,390,pungent
45,3672,bandana,hybrid,4.2,391,woody
28,3673,bangi-haze,sativa,0,392,berry
24,3673,bangi-haze,sativa,0,393,tree
27,3673,bangi-haze,sativa,0,394,fruit
10,3673,bangi-haze,sativa,0,395,cheese
3,3674,barbara-bud,indica,3.6,396,citrus
33,3674,barbara-bud,indica,3.6,397,earthy
23,3674,barbara-bud,indica,3.6,398,mango
18,3676,batman-og,indica,4.4,399,skunk
9,3676,batman-og,indica,4.4,400,pungent
8,3676,batman-og,indica,4.4,401,sweet
8,3677,bay-11,sativa,4.5,402,sweet
33,3677,bay-11,sativa,4.5,403,earthy
3,3677,bay-11,sativa,4.5,404,citrus
3,3678,bay-dream,sativa,4.3,405,citrus
33,3678,bay-dream,sativa,4.3,406,earthy
8,3678,bay-dream,sativa,4.3,407,sweet
33,3679,bear-dance,hybrid,4.8,408,earthy
2,3679,bear-dance,hybrid,4.8,409,minty
8,3679,bear-dance,hybrid,4.8,410,sweet
36,3680,beast-mode-og,hybrid,4.4,411,pine
49,3680,beast-mode-og,hybrid,4.4,412,apricot
33,3680,beast-mode-og,hybrid,4.4,413,earthy
9,3681,bedica,indica,4.3,414,pungent
10,3681,bedica,indica,4.3,415,cheese
45,3681,bedica,indica,4.3,416,woody
23,3682,bediol,sativa,4.7,417,mango
3,3682,bediol,sativa,4.7,418,citrus
47,3682,bediol,sativa,4.7,419,lemon
8,3683,bell-ringer,indica,5,420,sweet
3,3683,bell-ringer,indica,5,421,citrus
9,3683,bell-ringer,indica,5,422,pungent
29,3684,belladonna,hybrid,4,423,peach
33,3684,belladonna,hybrid,4,424,earthy
41,3684,belladonna,hybrid,4,425,butter
3,3685,berkeley,sativa,4.3,426,citrus
8,3685,berkeley,sativa,4.3,427,sweet
9,3685,berkeley,sativa,4.3,428,pungent
28,3686,berry-bomb,hybrid,4.2,429,berry
6,3686,berry-bomb,hybrid,4.2,430,blueberry
39,3686,berry-bomb,hybrid,4.2,431,flowery
28,3687,berry-noir,indica,4.4,432,berry
33,3687,berry-noir,indica,4.4,433,earthy
8,3687,berry-noir,indica,4.4,434,sweet
28,3688,berry-white,indica,4.4,435,berry
8,3688,berry-white,indica,4.4,436,sweet
6,3688,berry-white,indica,4.4,437,blueberry
10,3689,bertberry-cheesecake,sativa,5,438,cheese
28,3689,bertberry-cheesecake,sativa,5,439,berry
24,3689,bertberry-cheesecake,sativa,5,440,tree
27,3689,bertberry-cheesecake,sativa,5,441,fruit
33,3690,bettie-page,hybrid,4.2,442,earthy
8,3690,bettie-page,hybrid,4.2,443,sweet
10,3690,bettie-page,hybrid,4.2,444,cheese
33,3691,bianca,hybrid,4.2,445,earthy
45,3691,bianca,hybrid,4.2,446,woody
31,3691,bianca,hybrid,4.2,447,spicy/herbal
8,3692,biddy-early,hybrid,4.2,448,sweet
39,3692,biddy-early,hybrid,4.2,449,flowery
42,3692,biddy-early,hybrid,4.2,450,diesel
8,3693,big-bang,indica,4.1,451,sweet
20,3693,big-bang,indica,4.1,452,orange
47,3693,big-bang,indica,4.1,453,lemon
33,3694,big-bud,indica,3.9,454,earthy
18,3694,big-bud,indica,3.9,455,skunk
39,3694,big-bud,indica,3.9,456,flowery
10,3695,big-budda-cheese,hybrid,4.2,457,cheese
33,3695,big-budda-cheese,hybrid,4.2,458,earthy
39,3695,big-budda-cheese,hybrid,4.2,459,flowery
3,3696,big-kush,hybrid,4.7,460,citrus
47,3696,big-kush,hybrid,4.7,461,lemon
18,3696,big-kush,hybrid,4.7,462,skunk
8,3697,big-mac,indica,5,463,sweet
28,3697,big-mac,indica,5,464,berry
6,3697,big-mac,indica,5,465,blueberry
39,3698,big-skunk-korean,hybrid,4,466,flowery
18,3698,big-skunk-korean,hybrid,4,467,skunk
33,3699,big-sur-holy-bud,sativa,4,468,earthy
19,3699,big-sur-holy-bud,sativa,4,469,menthol
36,3699,big-sur-holy-bud,sativa,4,470,pine
39,3700,big-white,indica,4.2,471,flowery
42,3700,big-white,indica,4.2,472,diesel
8,3700,big-white,indica,4.2,473,sweet
33,3701,big-wreck,indica,4.1,474,earthy
9,3701,big-wreck,indica,4.1,475,pungent
38,3701,big-wreck,indica,4.1,476,nutty
42,3702,bio-diesel,hybrid,4.4,477,diesel
33,3702,bio-diesel,hybrid,4.4,478,earthy
9,3702,bio-diesel,hybrid,4.4,479,pungent
42,3702,bio-diesel,hybrid,4.4,480,diesel
33,3702,bio-diesel,hybrid,4.4,481,earthy
9,3702,bio-diesel,hybrid,4.4,482,pungent
33,3704,bio-jesus,hybrid,4.6,483,earthy
16,3704,bio-jesus,hybrid,4.6,484,chemical
42,3704,bio-jesus,hybrid,4.6,485,diesel
31,3705,biochem,indica,4.4,486,spicy/herbal
33,3705,biochem,indica,4.4,487,earthy
10,3705,biochem,indica,4.4,488,cheese
33,3707,black-afghan,indica,4.6,489,earthy
36,3707,black-afghan,indica,4.6,490,pine
22,3707,black-afghan,indica,4.6,491,pepper
8,3708,black-betty,hybrid,4.5,492,sweet
28,3708,black-betty,hybrid,4.5,493,berry
9,3708,black-betty,hybrid,4.5,494,pungent
33,3709,black-bubba,indica,4.5,495,earthy
39,3709,black-bubba,indica,4.5,496,flowery
36,3709,black-bubba,indica,4.5,497,pine
28,3710,black-cherry-cheesecake,hybrid,4.5,498,berry
8,3710,black-cherry-cheesecake,hybrid,4.5,499,sweet
10,3710,black-cherry-cheesecake,hybrid,4.5,500,cheese
28,3711,black-cherry-og,indica,4.4,501,berry
8,3711,black-cherry-og,indica,4.4,502,sweet
33,3711,black-cherry-og,indica,4.4,503,earthy
33,3712,black-cherry-pie,hybrid,5,504,earthy
28,3712,black-cherry-pie,hybrid,5,505,berry
8,3712,black-cherry-pie,hybrid,5,506,sweet
8,3713,black-cherry-soda,hybrid,4.3,507,sweet
28,3713,black-cherry-soda,hybrid,4.3,508,berry
33,3713,black-cherry-soda,hybrid,4.3,509,earthy
8,3714,black-dhalia,hybrid,4,510,sweet
33,3714,black-dhalia,hybrid,4,511,earthy
31,3714,black-dhalia,hybrid,4,512,spicy/herbal
33,3715,black-diamond,indica,4.4,513,earthy
45,3715,black-diamond,indica,4.4,514,woody
28,3715,black-diamond,indica,4.4,515,berry
42,3716,black-diesel,sativa,4.1,516,diesel
9,3716,black-diesel,sativa,4.1,517,pungent
33,3716,black-diesel,sativa,4.1,518,earthy
22,3717,black-domina,indica,4.2,519,pepper
36,3717,black-domina,indica,4.2,520,pine
45,3717,black-domina,indica,4.2,521,woody
33,3718,black-ice,indica,4.1,522,earthy
3,3718,black-ice,indica,4.1,523,citrus
8,3718,black-ice,indica,4.1,524,sweet
33,3719,black-jack,hybrid,4.4,525,earthy
8,3719,black-jack,hybrid,4.4,526,sweet
36,3719,black-jack,hybrid,4.4,527,pine
45,3720,black-label-kush,indica,4.1,528,woody
28,3720,black-label-kush,indica,4.1,529,berry
33,3720,black-label-kush,indica,4.1,530,earthy
12,3722,black-lime-special-reserve,indica,4.5,531,lime
22,3722,black-lime-special-reserve,indica,4.5,532,pepper
3,3722,black-lime-special-reserve,indica,4.5,533,citrus
33,3723,black-magic,hybrid,4,534,earthy
33,3724,black-magic-kush,indica,4.2,535,earthy
28,3724,black-magic-kush,indica,4.2,536,berry
45,3724,black-magic-kush,indica,4.2,537,woody
8,3725,black-mamba,indica,4.6,538,sweet
17,3725,black-mamba,indica,4.6,539,grape
45,3725,black-mamba,indica,4.6,540,woody
3,3726,black-russian,indica,4.3,541,citrus
28,3726,black-russian,indica,4.3,542,berry
33,3726,black-russian,indica,4.3,543,earthy
8,3727,black-velvet,hybrid,3.9,544,sweet
39,3727,black-velvet,hybrid,3.9,545,flowery
3,3727,black-velvet,hybrid,3.9,546,citrus
33,3728,black-widow,hybrid,4.1,547,earthy
8,3728,black-widow,hybrid,4.1,548,sweet
9,3728,black-widow,hybrid,4.1,549,pungent
28,3729,blackberry,hybrid,4.2,550,berry
8,3729,blackberry,hybrid,4.2,551,sweet
33,3729,blackberry,hybrid,4.2,552,earthy
28,3730,blackberry-bubble,indica,4.7,553,berry
6,3730,blackberry-bubble,indica,4.7,554,blueberry
18,3730,blackberry-bubble,indica,4.7,555,skunk
28,3731,blackberry-cream,indica,4.8,556,berry
